Latitude,Longitude,Limiting_Magnitude
36.6397,-87.3756,3
43.8092,-80.2103,3
35.6848,140.003,3
43.0621,141.354,2
43.469,-80.5475,2
52.5075,1.10379,5
28.655,-17.927,4
28.6604,-17.9203,4
46.3591,16.6206,1
40.7195,-74.5472,3
35.5749,-78.6123,4
35.787,-78.6772,1
39.8604,-75.8855,4
40.4279,-104.768,2
30.4994,-97.7309,2
28.6604,-17.9203,4
34.5925,133.768,4
44.1263,15.2406,2
28.5852,-17.8849,4
28.6472,-17.8941,4
28.7134,-17.9058,4
28.6586,-17.9082,3
28.6559,-17.9166,3
28.6683,-17.9032,4
38.9783,-94.67,3
37.2707,-76.8149,1
46.9869,-122.541,3
31.7599,117.25,3
35.78,138.133,6
44.0548,-121.327,3
40.102,-105.177,3
28.5848,-17.885,3
28.6603,-17.9071,3
39.9585,-74.9617,3
34.565,-92.5886,3
39.9312,-75.0261,3
35.7871,-78.6775,2
35.5749,-78.6123,4
38.8892,-99.2246,4
-34.9133,138.842,6
35.225,-93.1342,3
28.6569,-17.9089,2
52.3972,13.0486,4
28.6683,-17.9032,3
40.6931,-74.5363,3
38.8689,-99.3425,3
36.1279,137.863,4
36.1808,137.86,4
36.2526,137.929,3
35.3302,134.109,6
35.327,134.04,6
28.6587,-17.8992,2
28.656,-17.9165,1
28.6683,-17.9032,3
18.4492,-66.0363,4
38.8781,-99.3247,3
35.1096,137.118,3
41.6991,-83.6075,2
35.5749,-78.6123,2
35.0145,135.772,3
39.4099,140.58,4
38.5075,-1.69405,4
28.6596,-17.9064,2
28.6586,-17.913,2
39.6077,-86.1566,3
37.6523,-97.5461,4
38.5184,-1.70339,4
41.1857,-8.66142,3
38.512,-1.70733,2
47.9857,2.73505,5
28.655,-17.927,6
28.6683,-17.9032,4
28.6585,-17.9198,2
28.6603,-17.907,4
18.3673,-65.9521,1
18.3796,-66.1102,3
18.4062,-66.1745,3
18.366,-66.1108,3
18.3594,-66.0642,4
28.6683,-17.9032,4
40.2084,-76.9955,3
37.738,-96.9642,4
36.5558,138.358,6
38.6089,-90.3598,4
38.5121,-1.69636,3
18.3307,-66.0694,2
40.2772,-74.0054,3
53.229,-4.51976,6
41.1811,-8.56545,3
41.1698,-8.54948,3
51.8958,-8.77783,4
28.6589,-17.9071,1
28.6603,-17.907,3
28.6596,-17.9064,3
40.7196,-74.5472,3
38.8699,-99.3345,2
36.2128,133.328,4
35.0195,135.746,4
28.7705,-17.9331,6
40.015,-105.271,3
46.4914,8.27486,6
41.1648,-8.55303,2
28.6472,-17.8941,4
33.0735,130.535,4
18.3969,-66.1745,4
18.4796,-66.9319,3
39.9614,-105.511,5
38.5083,-1.69703,3
40.2874,-73.9826,3
40.2799,-74.0049,4
46.9885,10.2438,4
46.9884,10.2438,5
41.1812,-8.55425,2
46.2478,7.02684,5
35.5133,137.877,6
28.6604,-17.9203,3
29.4241,-98.4936,1
28.6472,-17.8941,4
28.6683,-17.9032,4
42.3922,-71.2889,4
40.2798,-74.0048,3
42.3182,-72.6373,4
42.357,-71.3061,4
28.6596,-17.9064,3
28.6683,-17.9032,2
28.5848,-17.8808,6
28.6605,-17.9069,3
28.6683,-17.9032,4
38.8669,-99.3405,4
28.6519,-17.8815,2
28.5872,-17.9118,4
28.6603,-17.907,4
28.6635,-17.9031,4
28.6493,-17.8836,5
33.4277,-112.4,4
28.6472,-17.8941,3
28.6604,-17.9203,5
28.6603,-17.907,4
32.7411,131.098,6
28.6683,-17.9032,3
42.369,-71.3092,1
46.3591,16.6206,3
28.6457,-17.9049,5
28.6603,-17.907,4
28.6683,-17.9032,6
28.6472,-17.8941,1
28.6197,-17.9048,4
28.5854,-17.8802,4
28.6604,-17.9203,3
28.6595,-17.9066,4
28.6603,-17.907,3
18.3749,-65.8997,4
18.3749,-65.8997,4
39.5432,-104.977,3
28.6453,-17.9334,4
51.8826,-8.52935,2
28.6604,-17.9203,2
28.6472,-17.8941,2
28.5782,-17.8781,2
28.5782,-17.8781,2
28.6604,-17.9069,3
37.5822,126.997,1
37.57,126.822,5
28.6683,-17.9032,2
37.5026,127.085,3
34.656,135.055,2
34.6992,135.03,2
34.5179,134.989,4
34.5179,134.989,4
34.4161,134.793,5
28.6472,-17.8941,4
39.9993,-105.252,3
28.597,-17.8898,4
51.8635,-8.44511,5
28.5851,-17.8848,3
28.6683,-17.9032,4
28.6683,-17.9032,3
28.6472,-17.8941,3
37.9355,-107.811,4
52.6333,13.3272,4
48.2172,11.3191,3
28.5851,-17.8846,4
28.6472,-17.8941,3
28.6683,-17.9032,3
30.3492,-97.6182,3
40.1569,-88.2415,3
18.582,-68.4055,5
48.6228,-2.08122,3
28.5683,-17.8749,4
50.8185,1.7057,4
24.0973,-109.995,4
45.8699,4.76387,4
34.5191,-117.414,3
33.048,131.245,5
28.6604,-17.9203,3
41.5641,-72.3822,4
43.2882,5.36535,2
47.6921,7.40922,2
53.6199,12.0645,4
48.8049,1.7536,3
28.6604,-17.9203,3
28.5851,-17.8848,4
28.6604,-17.9068,4
38.6837,-77.3342,3
47.3168,-122.591,3
47.2044,-122.478,1
47.5423,7.58743,1
43.5219,1.56016,4
52.6369,-1.13976,3
52.6369,-1.13976,3
52.6369,-1.13976,3
40.0076,-105.279,1
37.7148,-113.056,5
24.0543,-109.989,4
-30.5042,151.667,4
49.8332,8.49646,4
48.48,-2.71028,5
48.4989,-2.71342,3
48.4969,-2.72756,2
48.4915,-2.72871,3
38.2168,15.6374,3
39.1024,-94.5491,1
26.7504,-80.0395,5
28.655,-17.927,5
40.1718,-75.1225,3
28.655,-17.927,2
28.6683,-17.9032,3
28.6683,-17.9032,3
44.1142,-69.366,5
26.7072,-80.0379,4
39.1128,-94.568,1
45.0045,-93.175,4
28.6606,-17.9067,3
44.1163,-69.3649,5
47.854,-91.9738,5
36.8018,-119.695,2
24.1043,-109.998,4
42.2402,-122.788,5
47.3616,-122.6,3
-34.0021,151.073,3
28.3518,-14.036,4
52.921,13.5482,6
28.6603,-17.9134,2
47.8539,-91.9741,6
21.5666,-72.2688,2
28.6668,-17.9141,4
48.1816,6.95418,4
28.6604,-17.9203,3
28.6472,-17.8941,5
28.655,-17.927,6
34.3486,-89.5235,7
36.1075,-115.034,3
36.352,-119.319,3
32.5976,-97.0491,2
43.5581,144.321,6
43.5581,144.321,5
28.1302,-15.4474,3
36.1699,-115.14,1
43.7851,-72.3343,4
41.7853,-88.266,3
40.9739,-75.3942,4
40.958,-75.5098,3
47.3063,-122.686,5
32.0929,-111.299,6
47.3649,-122.553,2
34.2051,139.139,5
42.6916,9.44903,4
34.5828,-117.409,3
46.2478,7.02684,6
41.3441,21.5528,4
28.655,-17.927,5
47.1019,-122.45,3
28.6472,-17.8941,3
43.6891,-72.2965,2
43.7079,-72.2757,1
34.5191,-93.0583,3
47.102,-122.45,2
35.5451,-97.3012,5
30.4231,-91.1688,2
28.5863,-17.9108,4
28.3986,-14.0143,4
32.5852,-97.0718,3
32.561,-97.1414,3
44.9832,-93.1946,3
47.1636,-122.512,1
45.1033,14.1143,4
45.0804,14.0846,2
45.0914,14.1236,6
45.0914,14.1236,3
45.0914,14.1236,6
45.0916,14.1238,4
45.0914,14.1236,3
45.081,14.0963,4
45.0856,14.1226,3
45.0914,14.1236,3
45.174,14.1062,6
45.0914,14.1236,3
45.0804,14.0846,5
45.0914,14.1236,3
45.1149,14.1152,5
45.0916,14.1238,3
45.1149,14.1152,5
45.0916,14.1238,3
36.0776,-79.3067,4
36.1987,-79.3202,6
44.1263,15.2406,2
47.3059,-122.57,7
47.3059,-122.57,6
47.3059,-122.57,6
47.3059,-122.57,5
-33.4071,-70.5467,2
-33.3969,-70.5431,2
41.7855,-88.2659,1
30.4542,-84.2853,2
33.2003,-117.28,4
44.0548,-121.327,3
44.1163,-69.3649,5
47.239,-122.555,2
42.389,-71.2894,4
47.0903,-122.642,3
32.5632,-97.0607,1
44.7547,-92.7837,3
47.2379,-122.481,4
38.0432,23.7389,7
47.2687,-122.506,4
47.6101,20.728,5
28.6644,-17.9176,5
28.6683,-17.9032,4
47.2924,-122.641,4
47.2924,-122.641,4
28.5849,-17.8847,4
28.655,-17.927,5
40.438,-3.67669,3
42.3569,-71.3061,3
45.0037,-93.1762,5
45.0914,14.1236,3
48.9144,17.0981,4
45.174,14.14,4
45.0787,14.1569,3
45.0814,14.1188,2
48.9146,17.0873,4
45.0929,14.1012,3
47.2176,-122.528,3
28.6596,-17.9063,2
28.6604,-17.907,3
41.7853,-88.266,2
35.9506,-78.4744,2
38.8878,-119.82,6
32.6996,74.8744,3
47.3167,-122.591,4
39.0509,-77.4538,1
28.6683,-17.9032,3
39.0447,-76.8548,2
47.2751,-122.613,4
47.2825,-122.598,5
47.2631,-122.813,3
28.5006,-13.865,2
49.0923,2.28881,4
28.6427,-17.9332,4
28.5852,-17.8845,4
28.6453,-17.9334,4
64.1466,-21.9426,7
52.3914,13.111,4
52.3885,13.1333,4
47.3771,-122.665,2
48.9229,17.1056,3
48.9197,17.0987,3
48.9203,17.1057,4
48.9216,17.1003,3
48.917,17.0886,3
28.6605,-17.907,4
51.8073,-8.39037,3
28.6604,-17.9068,1
28.643,-17.8953,3
41.7853,-88.2661,1
39.1017,-76.7977,2
34.1646,-117.484,2
28.643,-17.8952,2
41.7854,-88.2659,2
44.9908,-93.1562,4
47.2793,-122.636,3
42.369,-71.3093,2
28.6589,-17.9071,4
28.6453,-17.9334,3
28.643,-17.8952,2
51.9084,-8.45732,2
28.6596,-17.9065,3
39.006,-82.6483,5
28.6605,-17.9068,2
41.7854,-88.2661,1
39.0456,-76.8522,2
28.6472,-17.8941,2
40.467,-3.70413,2
28.6453,-17.9334,1
51.9044,-8.45898,4
28.6427,-17.9332,3
39.2332,-84.0329,1
50.7508,7.17465,4
50.6794,7.18931,4
28.643,-17.8952,2
28.6472,-17.8941,1
50.7323,7.13608,5
28.6604,-17.9203,1
28.6683,-17.9032,4
33.8133,-116.527,2
34.5828,-117.409,3
34.5828,-117.409,3
44.8418,-65.2884,5
50.7257,7.1467,2
28.6472,-17.8941,4
28.6427,-17.9332,3
28.6683,-17.9032,5
28.6596,-17.9064,3
38.8339,-104.821,3
47.3275,-68.1378,3
47.3647,-68.1153,5
47.3719,-68.3278,3
47.3419,-68.159,4
47.3652,-68.1154,5
47.3586,-68.2323,2
47.379,-68.3157,3
51.9044,-8.45889,2
28.643,-17.8952,2
28.6453,-17.9334,2
37.1872,-3.61956,2
38.965,-92.3644,1
49.557,25.6061,3
47.5275,7.55847,4
28.655,-17.927,5
36.6021,-76.2451,5
36.8926,-76.5084,2
36.9129,-76.0565,3
40.8876,-74.153,1
33.8132,-116.527,3
41.3424,21.5575,3
41.339,21.5498,2
48.6227,18.369,4
28.9454,-13.698,4
28.8639,-13.8421,3
28.9507,-13.6316,2
28.945,-13.6994,2
28.9507,-13.6316,2
28.9316,-13.7502,5
28.2916,-16.6291,6
28.9507,-13.6316,3
28.9578,-13.6507,3
28.8682,-13.8359,7
28.8627,-13.8297,5
28.9578,-13.6507,3
28.8627,-13.8297,3
28.9578,-13.6507,1
28.9507,-13.6316,2
28.8763,-13.8245,3
28.9179,-13.7752,7
28.8627,-13.8297,2
28.9493,-13.7459,3
28.9179,-13.7752,7
28.9179,-13.7752,7
28.9493,-13.7459,4
28.9179,-13.7752,7
28.9493,-13.7459,2
28.9493,-13.7459,1
28.8786,-13.8515,2
28.8627,-13.8297,2
28.949,-13.7426,4
28.949,-13.7426,5
28.949,-13.7426,3
28.949,-13.7426,2
-23.9676,-46.3753,3
50.6996,7.08623,3
40.2805,-74.0058,4
51.4204,7.28338,4
28.643,-17.8952,2
51.9044,-8.45891,4
41.1514,-8.55525,3
28.655,-17.927,1
40.467,-3.70413,2
40.8878,-74.1528,1
40.8877,-74.1529,1
39.339,-77.3461,1
24.093,-109.993,5
33.8134,-116.527,3
39.9452,-105.79,3
50.7255,7.06754,3
28.6467,-17.8986,3
36.836,-76.2129,1
41.1514,-8.55518,4
36.1696,-75.7552,3
36.9143,-76.3108,2
26.2045,-98.3062,2
33.8133,-116.527,2
28.6683,-17.9032,4
53.7431,10.2178,4
40.3868,49.8046,2
35.5436,-120.722,6
50.6959,7.25209,5
50.7829,7.16586,3
52.2685,21.0494,1
28.6604,-17.9203,2
36.7642,-75.9972,3
28.6683,-17.9032,4
20.1707,-103.728,5
42.1518,-74.6449,3
32.922,-108.217,6
28.6472,-17.8941,3
33.4765,-111.895,2
38.8878,-119.82,6
44.0548,-121.327,3
41.343,21.5486,3
41.345,21.5621,3
41.3453,21.5526,2
41.3473,21.557,1
41.3464,21.559,3
35.3269,-120.491,6
32.144,-96.0911,5
50.5614,-111.917,7
49.557,25.6062,3
48.4334,10.8856,4
50.7474,6.99569,4
28.643,-17.8952,2
44.8418,-65.2884,4
44.8418,-65.2884,4
36.9128,-76.0563,4
30.3363,-97.8914,2
41.9544,-121.477,7
28.6683,-17.9032,4
32.0136,-96.3085,3
24.0963,-109.997,2
35.3268,-120.491,6
35.3269,-120.491,6
39.2284,-84.0443,1
44.9022,-89.6503,5
28.6618,-17.9117,5
28.6618,-17.9117,6
-27.6607,-48.5441,5
50.7721,7.1826,4
50.6934,7.23154,4
42.1239,-71.177,3
36.9127,-76.0565,3
42.0973,-71.1883,3
32.5866,-97.0661,3
24.0962,-109.999,3
28.5887,77.0493,3
28.5964,77.0658,2
20.4648,-86.9824,4
28.655,-17.927,5
-23.6742,-46.5198,1
44.9702,-92.9778,3
42.9656,-87.9073,2
33.1566,-117.128,2
46.8043,-92.1081,3
46.8043,-92.1081,3
33.591,-111.989,3
63.2067,28.4723,5
39.2263,-84.0404,2
50.7119,7.11719,3
49.557,25.6061,3
45.125,14.0508,1
40.467,-3.70413,2
28.6453,-17.9334,1
42.1518,-74.6449,6
40.7204,-73.6047,2
44.4601,-84.6618,5
44.6173,-89.844,5
40.1848,-104.969,2
46.8084,-92.1112,4
-23.6755,-46.5211,3
35.5542,-121.07,6
35.5601,-121.078,6
35.5582,-121.076,6
35.656,139.695,1
35.6618,139.703,1
35.6649,139.704,1
35.6688,139.706,2
35.6695,139.703,1
35.6692,139.701,1
32.0158,-95.9991,4
52.4479,21.2369,5
52.3373,21.203,4
28.6472,-17.8941,2
36.8361,-76.2128,1
36.9143,-76.3108,2
33.7747,-118.185,1
32.4804,-97.0337,2
32.3145,-96.6331,4
32.5956,-97.0517,3
32.4872,-96.9145,3
33.591,-111.797,3
50.7173,7.10441,4
51.8068,-8.39021,4
51.8068,-8.39021,4
32.4825,-97.1519,2
51.8068,-8.39021,4
-30.5041,151.667,5
33.1345,-111.562,4
28.6367,77.3611,1
32.5491,-97.1144,1
50.3256,19.0746,4
18.3653,-66.0233,2
28.6472,-17.8941,3
28.586,-17.9095,4
28.655,-17.927,2
28.656,-17.9349,4
41.7029,-88.1088,2
28.6683,-17.9032,3
13.0523,80.2374,4
12.9927,80.1964,4
12.9927,80.1964,4
12.9927,80.1964,4
12.9927,80.1964,4
12.9927,80.1964,4
12.9927,80.1964,4
12.9927,80.1964,4
12.9927,80.1964,4
12.9927,80.1964,4
12.9927,80.1964,4
12.9927,80.1964,4
12.9926,80.1964,4
12.9927,80.1964,4
12.9927,80.1964,4
12.9927,80.1964,4
12.9926,80.1965,4
12.9927,80.1964,4
43.1133,-87.9001,2
28.5781,-17.878,3
28.586,-17.9095,1
51.9043,-8.45896,2
28.585,-17.8847,4
56.873,60.6552,4
28.6453,-17.9334,2
32.0988,-96.7173,4
39.9457,-105.054,2
43.2358,-108.11,5
39.5284,-104.946,2
20.5536,-87.167,6
39.4817,-106.038,5
-23.9681,-46.3741,2
28.655,-17.927,4
28.6683,-17.9032,4
-7.39215,112.736,3
28.6517,-17.8788,3
28.6598,-17.9139,2
28.6597,-17.9139,3
-32.8677,-54.373,5
32.8253,-108.278,7
54.4896,8.8778,7
45.819,4.66274,2
28.643,-17.8951,3
-23.6755,-46.5211,4
30.1634,-97.8075,2
30.2672,-97.7431,1
38.7422,-82.8581,1
45.0834,14.0865,3
45.0965,14.1066,2
45.1006,14.1017,4
45.1374,14.1165,2
45.2461,14.1436,2
45.0721,14.0709,3
45.0673,14.0689,4
45.0673,14.0689,4
45.0914,14.1236,3
45.0914,14.1236,3
45.0914,14.1236,4
45.0746,14.1612,1
45.1037,14.0759,3
45.1037,14.0759,4
45.0976,14.1221,4
45.1127,14.1336,4
45.0914,14.1236,4
45.0914,14.1236,2
45.0914,14.1236,2
45.0914,14.1236,3
45.0914,14.1236,3
45.0914,14.1236,3
45.0914,14.1236,3
45.0914,14.1236,3
45.0914,14.1236,4
45.0914,14.1236,5
45.0914,14.1236,2
47.6103,20.728,5
28.5875,-17.9105,2
28.6604,-17.9203,1
51.9044,-8.45885,2
45.1018,14.1181,4
45.0877,14.0682,5
45.0853,14.1179,5
28.6569,-17.909,1
28.6604,-17.9203,1
28.5191,-16.3169,3
28.655,-17.927,3
19.6416,-155.99,2
28.6683,-17.9032,3
37.5822,126.997,1
28.643,-17.8952,2
28.6604,-17.9203,1
52.3946,9.75863,3
28.6683,-17.9032,4
-32.7508,-53.4677,2
32.7099,-108.299,6
32.7099,-108.299,6
38.7379,-82.8314,4
38.7379,-82.8314,4
38.7379,-82.8314,3
38.7379,-82.8314,5
38.7379,-82.8314,4
38.7379,-82.8314,4
38.7379,-82.8314,3
38.7379,-82.8314,2
28.5781,-17.8782,3
28.6604,-17.9203,1
-32.5228,-55.7658,2
28.6559,-17.9165,2
28.6427,-17.9332,3
39.4493,-77.3116,3
38.8878,-119.82,6
39.047,-76.8516,1
37.6087,127.076,1
19.6416,-155.99,3
13.0827,80.2707,5
52.2563,10.4151,5
52.2563,10.4151,5
52.2563,10.4151,5
28.654,-17.869,1
28.6559,-17.9165,2
-22.9273,-43.2577,1
32.4805,-96.9639,4
52.1999,21.1592,2
28.605,-17.9072,5
28.655,-17.927,6
28.655,-17.927,1
28.655,-17.927,5
12.2019,-68.2624,2
28.5191,-16.3169,3
38.8878,-119.82,6
28.643,-17.8952,2
28.6472,-17.8941,3
28.6582,-17.9073,2
28.655,-17.927,2
51.9043,-8.45894,4
-33.2149,-54.3644,7
-33.2353,-54.3895,3
28.5994,-17.8836,3
28.6604,-17.9203,1
33.152,-117.121,1
37.7073,-122.105,2
40.0061,-105.268,5
28.6449,77.0756,2
38.6852,-77.4388,2
28.585,-17.8846,3
41.1515,-8.55505,5
40.101,-105.167,2
28.519,-16.3172,2
45.5867,-122.808,5
28.6604,-17.9203,1
39.9538,-105.338,6
40.9468,-73.8635,1
39.8309,-105.001,1
24.0803,-109.994,5
26.5883,-82.2162,1
40.0057,-105.277,3
38.686,-77.4389,4
38.686,-77.4389,5
35.3849,-120.576,6
35.3276,-120.492,7
35.3207,-120.497,6
-38.1514,144.34,4
-33.2385,-54.3852,1
40.0095,-105.267,4
28.6427,-17.9332,4
52.3369,21.2017,4
52.3973,13.0487,5
52.2563,10.4151,4
-33.229,-54.3576,2
-33.229,-54.3576,2
38.691,-121.316,3
38.7379,-82.8314,6
38.7379,-82.8314,5
40.2039,-104.86,6
39.0236,-82.6187,2
39.0236,-82.6187,2
38.7426,-82.8578,3
24.0996,-109.999,5
53.6383,21.8176,4
28.6427,-17.9332,3
28.655,-17.927,4
28.656,-17.9167,3
28.6453,-17.9334,5
28.6505,-17.8808,1
38.6886,-77.4415,5
38.8578,-104.784,4
47.2668,-122.466,2
28.6453,-17.9334,5
28.6505,-17.8808,1
39.9535,-105.333,4
28.6453,-17.9334,1
28.654,-17.8689,1
28.6589,-17.9071,1
28.586,-17.9095,2
28.6511,-17.8836,1
28.655,-17.927,1
4.67789,-74.0947,1
40.0072,-105.279,2
47.2557,-122.476,2
40.0076,-105.266,2
40.003,-105.304,3
44.0548,-121.327,2
44.0457,5.77844,5
28.6472,-17.8941,1
28.6427,-17.9332,3
-33.2248,-54.3739,3
-34.8524,-56.2445,4
-32.9941,-54.5629,4
4.72622,-74.1169,4
4.63527,-74.1658,5
4.63945,-74.152,3
4.58176,-74.2092,3
32.3235,-111.004,2
4.61089,-74.1574,2
4.59353,-74.1395,2
39.9906,-105.246,2
28.5191,-16.3169,3
47.2076,-122.556,4
47.2869,-122.635,4
47.3825,-68.3123,4
47.3825,-68.3123,3
47.3825,-68.3123,3
23.595,120.455,3
41.1634,-111.924,4
38.3107,-109.857,7
28.6606,-17.907,2
28.655,-17.927,3
28.6418,-17.944,2
28.6431,-17.8953,2
39.9823,-105.325,3
41.8106,140.717,2
46.8693,-123.733,3
43.6183,11.4718,4
52.24,21.1241,2
38.686,-77.439,4
47.2041,-122.231,5
47.2457,-122.552,4
47.2457,-122.552,4
48.6846,9.78325,6
-3.4297,114.727,4
28.655,-17.927,4
28.655,-17.927,4
28.643,-17.8953,3
33.4551,-117.1,3
33.4552,-117.1,3
32.7966,-117.242,1
40.2273,-105.296,3
30.4311,-91.1143,3
-33.2277,-54.3665,1
35.987,-87.145,4
-33.2547,-54.4175,1
47.2672,-122.5,2
47.2563,-122.477,4
47.2228,-122.504,2
-27.6856,-48.5619,4
28.6427,-17.9332,3
28.643,-17.8953,3
-33.2432,-54.3768,2
28.655,-17.927,4
-23.6744,-46.5185,4
47.2565,-122.469,1
35.3266,-120.491,6
40.0087,-105.273,2
35.4748,139.463,1
41.9028,12.4964,1
28.6683,-17.9032,4
28.6604,-17.9203,3
28.6605,-17.9069,4
28.6683,-17.9032,4
39.2309,-84.0423,1
28.6604,-17.9203,1
35.987,-87.145,5
35.987,-87.145,5
44.0548,-121.327,2
41.341,21.5621,2
41.3448,21.5578,3
41.3407,21.5495,4
41.3433,21.555,3
41.3425,21.5511,4
41.3452,21.5584,2
41.3452,21.5584,5
41.3452,21.5584,5
41.3471,21.5618,6
41.347,21.5622,4
28.6683,-17.9032,3
30.455,130.496,4
4.65638,-74.1575,2
34.5828,-117.409,1
34.5191,-117.414,2
34.5828,-117.409,3
28.5994,-17.8836,3
28.5875,-17.9105,2
28.6529,-17.9439,3
28.654,-17.869,2
28.6559,-17.9166,1
-31.3862,-57.962,3
52.2727,21.0495,2
28.6427,-17.9332,3
40.6725,-73.8296,3
28.655,-17.927,4
28.655,-17.927,2
28.6427,-17.9332,3
52.2414,21.122,3
28.5854,-17.8802,3
1.28983,103.804,2
45.0948,14.1025,2
45.1013,14.1017,3
45.1014,14.1047,1
45.0994,14.1012,2
45.1018,14.1025,3
45.0962,14.0817,4
45.0918,14.1316,4
45.0933,14.1187,4
45.0895,14.1274,2
45.1041,14.1163,4
45.0861,14.0676,5
45.1023,14.1181,3
45.0394,14.0489,5
45.1441,14.0926,4
45.0576,14.067,3
52.3922,21.1434,3
28.6604,-17.9203,1
28.655,-17.927,1
28.6453,-17.9334,2
40.2083,-76.9954,5
52.4243,21.9063,2
28.6511,-17.8835,2
28.655,-17.927,3
28.655,-17.927,5
35.7373,139.743,2
28.655,-17.927,5
28.643,-17.8953,1
28.5854,-17.8802,3
28.6472,-17.8941,2
28.6603,-17.907,1
45.0922,14.1262,1
45.0914,14.1236,1
45.2484,14.1408,3
45.0914,14.1236,5
45.0914,14.1236,3
45.0914,14.1236,2
45.0914,14.1236,2
45.0914,14.1236,4
43.1148,-70.7434,3
-23.9748,-46.3705,2
-23.8863,-46.4169,1
-23.8837,-46.4145,2
-23.8835,-46.422,2
52.2355,21.0842,2
52.2297,21.0122,4
43.6183,11.4718,4
52.2297,21.0122,2
28.6603,-17.9069,4
-7.39202,112.734,4
28.5854,-17.8802,3
28.5859,-17.9095,4
20.7815,-103.605,4
28.6683,-17.9032,2
28.6427,-17.9332,3
-33.7045,150.977,1
-34.9124,-56.1739,2
-27.5178,-48.7686,5
-30.9033,-55.5408,2
43.0434,141.361,3
34.0724,136.193,3
52.2554,21.1577,2
52.2384,21.1126,2
28.5854,-17.8802,4
28.643,-17.8953,1
37.9239,-104.859,6
28.6472,-17.8941,3
52.3738,21.2267,2
28.6683,-17.9032,4
35.987,-87.145,3
35.987,-87.145,3
28.6472,-17.8941,2
28.6604,-17.9203,3
28.6452,-17.9333,2
52.2449,21.111,3
-34.7948,-56.1362,2
-33.6701,150.861,4
51.9194,19.1451,2
28.6472,-17.8941,3
52.1768,21.1927,4
-31.396,-57.9544,7
-31.396,-57.9544,7
28.585,-17.8846,3
28.6603,-17.907,1
28.6512,-17.8835,2
52.2385,21.1015,1
52.175,21.0823,1
52.175,21.0822,1
28.663,-17.8414,5
31.7619,-106.485,6
52.2053,21.1723,2
31.7619,-106.485,6
28.663,-17.8414,5
28.652,-17.856,5
31.7619,-106.485,5
46.6607,6.84692,6
52.2297,21.0122,2
52.2344,21.0812,2
48.7294,9.60722,4
52.2834,21.0565,3
-29.0182,-70.6915,6
44.0548,-121.327,3
52.867,16.6792,2
28.6518,-17.88,1
52.2031,21.1601,2
49.3866,8.80228,3
28.6511,-17.8835,2
28.6559,-17.9166,2
52.1694,21.3162,3
28.654,-17.8617,2
28.6683,-17.9032,5
28.6683,-17.9032,5
35.987,-87.145,3
45.1309,-79.5589,6
44.0548,-121.327,2
28.5854,-17.8802,3
48.7294,9.60723,6
48.7294,9.60723,6
-27.6607,-48.5442,5
52.3213,21.1036,2
52.3391,21.2423,2
-31.9657,-71.1133,6
-34.8956,-56.1663,3
-34.9037,-56.1758,3
28.6561,-17.9167,3
-34.8307,-56.1257,2
28.6605,-17.9068,4
-31.07,-57.8504,5
28.6683,-17.9032,4
-31.3927,-57.9761,2
-31.3817,-57.9576,2
-34.8821,-56.1586,5
-34.4868,-55.6287,4
-30.9033,-55.5408,2
28.5854,-17.8802,3
-31.3927,-57.9761,2
-31.3795,-57.9626,2
37.7249,-122.156,3
28.6511,-17.8836,2
28.6683,-17.9032,3
28.5854,-17.8802,3
28.6511,-17.8836,2
28.655,-17.927,1
26.882,-80.0612,1
28.6568,-17.9115,2
37.7249,-122.156,3
28.6558,-17.9183,2
28.6213,-17.89,3
35.5424,-120.903,6
28.655,-17.927,4
28.586,-17.9095,3
26.882,-80.0612,5
45.3543,-117.23,5
28.585,-17.8846,3
28.6453,-17.9334,2
28.6683,-17.9032,4
28.6593,-17.8947,4
28.6683,-17.9032,4
37.7249,-122.156,3
28.6453,-17.9334,1
28.5854,-17.8802,3
28.643,-17.8953,1
28.6559,-17.9165,1
28.6568,-17.9089,3
28.6427,-17.9332,2
28.6511,-17.8835,1
28.6604,-17.9203,1
28.586,-17.9095,2
28.6518,-17.88,1
28.586,-17.9095,3
28.6604,-17.9261,1
26.882,-80.0612,2
26.882,-80.0612,2
26.882,-80.0612,2
26.882,-80.0612,2
26.882,-80.0612,2
26.882,-80.0612,1
28.6529,-17.9439,3
28.6529,-17.9439,2
28.6683,-17.9032,3
44.0548,-121.327,1
-44.6118,169.271,1
44.0548,-121.327,2
49.3612,8.79821,4
28.6603,-17.9069,3
28.6683,-17.9032,5
41.6714,-69.9776,3
40.8232,140.784,4
34.7644,-92.273,3
-31.7825,-70.9607,3
33.5731,-7.58984,2
31.4281,-96.019,4
28.6683,-17.9032,1
40.0062,-105.267,1
-34.7883,-56.1331,4
-34.7982,-56.1158,4
-34.7798,-55.8577,3
37.5816,126.997,1
35.6821,-78.4545,3
38.3655,-98.7824,4
37.5816,126.997,1
32.3234,-96.6494,2
28.6683,-17.9032,5
32.1752,-96.0336,3
32.1752,-96.0336,3
37.5702,-97.3414,3
32.1569,-96.0143,3
32.1726,-96.0097,3
37.1134,126.907,3
37.1134,126.907,2
-34.7897,-56.134,3
-31.1074,-57.532,5
-34.8218,-56.3104,3
38.9703,-95.7302,4
33.1756,-97.8299,2
49.3866,8.80228,5
-31.0673,-57.8504,4
-31.7825,-70.9607,3
-31.0749,-57.849,2
38.8795,-105.181,5
28.6604,-17.9069,5
